question_id,disease_group,question_type,difficulty,question,ground_truth,expected_behavior,expected_source,note,review_status,validation_status,validation_reason,source_generation,source_group,source_file,chunk_id
Q062,BỆNH TAY CHÂN MIỆNG,cause,easy,Lý do nào khiến ECMO được chỉ định trong trường hợp tay chân miệng độ IV thất bại sau 6 - 12 giờ?,"ECMO được chỉ định khi lọc máu: huyết động chưa ổn định, liều thuốc van mach cao (VIS > 50), EF < 30%, chỉ số tim thấp, men tim tăng cao, toan chuyền hoá kéo dài pH < 7,15; lactate máu > Smmol/L.",answer_from_context,bệnh tay chân miệng_text_0047,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh tay chân miệng.pdf,bệnh tay chân miệng_text_0047
Q063,BỆNH TAY CHÂN MIỆNG,symptom,easy,Các dấu hiệu nào dẫn đến việc chỉ định ECMO trong trường hợp tay chân miệng độ IV thất bại sau 6 - 12 giờ?,"Các dấu hiệu dẫn đến việc chỉ định ECMO là lọc máu: huyết động chưa ổn định, liều thuốc van mach cao (VIS > 50), EF < 30%, chỉ số tim thấp, men tim tăng cao, toan chuyền hoá kéo dài pH < 7,15; lactate máu > Smmol/L.",answer_from_context,bệnh tay chân miệng_text_0047,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh tay chân miệng.pdf,bệnh tay chân miệng_text_0047
Q064,CÚM A,symptom,easy,Viêm phổi do vi rút cúm A (H5N6) có thể gây ra các triệu chứng gì?,"Viêm phổi do vi rút khác, coronavirus, ... và viêm phổi do vi khuẩn cũng có thể gây tổn thương phổi trong bệnh lý toàn thân.",answer_from_context,cúm A_text_0006,,need_review,passed,passed,llm_from_chunk,in_scope_easy,cúm A.pdf,cúm A_text_0006
Q065,BỆNH DO VIRUS CORONA HAY COVID 19,definition,easy,Vi rút Corona gây bệnh ở người như thế nào?,Vi rút Corona thường gây ra các biểu hiện bệnh lý của đường hô hấp trên và đường tiêu hóa ở người.,answer_from_context,bệnh do virus corona hay covid-19_text_0003,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh do virus corona hay covid-19.pdf,bệnh do virus corona hay covid-19_text_0003
Q066,BỆNH DO VIRUS CORONA HAY COVID 19,transmission,easy,Vi rút MERS-CoV lây nhiễm như thế nào?,Vi rút Corona lây nhiễm qua tiếp xúc trực tiếp với chất tiết đường hô hấp của người bệnh.,answer_from_context,bệnh do virus corona hay covid-19_text_0003,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh do virus corona hay covid-19.pdf,bệnh do virus corona hay covid-19_text_0003
Q067,BỆNH DO VIRUS CORONA HAY COVID 19,cause,easy,Hội chứng viêm đường hô hấp vùng Trung Đông do vi rút gì gây ra?,Gần đây một chủng vi rút Corona mới được phát hiện gây hội chứng hô hấp vùng Trung Đông.,answer_from_context,bệnh do virus corona hay covid-19_text_0003,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh do virus corona hay covid-19.pdf,bệnh do virus corona hay covid-19_text_0003
Q068,BỆNH DO VIRUS EBOLA,definition,easy,Trẻ em nên được truyền oxytocin với liều lượng như thế nào?,"Trẻ em: 10-15mg/kg, truyền tĩnh mạch chậm trong 15 phút.",answer_from_context,bệnh do virus ebola_text_0009,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh do virus ebola.pdf,bệnh do virus ebola_text_0009
Q069,BỆNH DO VIRUS EBOLA,prevention,easy,"Khi nghi ngờ mẹ bị nhiễm Ebola, cần làm gì với trẻ em?","Khi nghi ngờ mẹ bị nhiễm bệnh, mẹ và trẻ cần được nhập viện và cách ly cho đến khi loại trừ nhiễm bệnh.",answer_from_context,bệnh do virus ebola_text_0009,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh do virus ebola.pdf,bệnh do virus ebola_text_0009
Q070,SỐT XUẤT HUYẾT DENGUE,prevention,easy,"Nếu bệnh nhân có dấu hiệu nặng của shock, cần tái khám ngay những gì theo hướng dẫn trong bảng dữ liệu y tế?",Uống nhiều nước oresol - Uống hạ sốt theo toa - Dinh dưỡng đầy đủ - Tái khám mỗi ngày - Dấu hiệu nặng cần tái khám ngay,answer_from_context,sốt xuất huyết dengue_table_p65_2,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_table_p65_2
Q071,BỆNH SỐT RÉT,definition,easy,Định nghĩa điều trị nhóm đối tượng có nguy cơ cao là gì?,"Điều trị một liều đầy đủ của thuốc sốt rét cho những người có nguy cơ nhiễm bệnh sốt rét cao hơn so với quân thẻ nói chung (đi rừng, ngủ ray, di vào vùng sót rét lưu hành, giao lưu biên giới...).",answer_from_context,bệnh sốt rét_text_0039,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh sốt rét.pdf,bệnh sốt rét_text_0039
Q072,SỐT XUẤT HUYẾT DENGUE,symptom,easy,Các triệu chứng nào thường gặp ở trẻ bị sốt xuất huyết Dengue?,"Trẻ bị sốt xuất huyết Dengue thường có các triệu chứng như sốt cao, hạch bạch huyết to, áp huyết tụt, và có thể xuất hiện các vết mờ trên da.",answer_from_context,sốt xuất huyết dengue_text_0139,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0139
Q073,BỆNH VIÊM GAN VIRUS C,definition,easy,Nếu hemoglobin giảm bao nhiêu g/dL trong thời gian điều trị 4 tuần thì cần giảm liều RBV?,nếu hemoglobin giảm nhiều hơn 2 g/dL trong thời gian điều trị 4 tuần,answer_from_context,bệnh viêm gan virus c_text_0039,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh viêm gan virus c.pdf,bệnh viêm gan virus c_text_0039
Q074,BỆNH VIÊM GAN VIRUS C,prevention,easy,Tư vấn về tác hại của rượu bia giúp người bệnh làm gì?,tư vấn về tác hại của rượu bia để người bệnh được cung cấp thông tin về tầm quan trọng của tuân thủ điều trị,answer_from_context,bệnh viêm gan virus c_text_0039,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh viêm gan virus c.pdf,bệnh viêm gan virus c_text_0039
Q075,SỐT XUẤT HUYẾT DENGUE,definition,easy,Vai trò của điều dưỡng trong tư vấn bà mẹ là gì?,"Nhiệm vụ của điều dưỡng trong tư vấn bà mẹ bao gồm giáo dục sức khỏe về sốt xuất huyết Dengue cho bà mẹ, giải thích, động viên, tạo niềm tin cho thân nhân người bệnh để an tâm điều trị.",answer_from_context,sốt xuất huyết dengue_text_0274,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0274
Q076,SỐT XUẤT HUYẾT DENGUE,symptom,easy,Điều dưỡng giáo dục sức khỏe về bệnh gì cho bà mẹ?,Điều dưỡng giáo dục sức khỏe về sốt xuất huyết Dengue cho bà mẹ.,answer_from_context,sốt xuất huyết dengue_text_0274,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0274
Q077,BỆNH SỐT RÉT,definition,easy,Liều dùng của Quinin hydrochlorid cho trẻ dưới 1 tuổi là bao nhiêu?,"Mỗi đợt điều trị 7 ngày, liều dùng là Mo ống x 3 lần /ngày",answer_from_context,bệnh sốt rét_text_0052,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh sốt rét.pdf,bệnh sốt rét_text_0052
Q078,SỐT XUẤT HUYẾT DENGUE,prevention,easy,"Câu hỏi: Chăm sóc điều dưỡng như thế nào để giảm nguy cơ xuất huyết da, niêm mạc trong sốt xuất huyết Dengue?","Chăm sóc và điều dưỡng cần hạn chế tối đa xuất huyết da, niêm mạc.",answer_from_context,sốt xuất huyết dengue_text_0188,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0188
Q079,SỐT XUẤT HUYẾT DENGUE,definition,easy,Can thiệp điều dưỡng nào giúp đánh giá tình trạng thiếu dịch và năng lượng của trẻ?,"Hỏi bà mẹ về tình trạng ăn uống của trẻ: cháo, sữa, nước và trẻ có nôn không",answer_from_context,sốt xuất huyết dengue_table_p70_2,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_table_p70_2
Q080,SỐT XUẤT HUYẾT DENGUE,prevention,easy,Can thiệp điều dưỡng nào giúp ngăn ngừa việc nhầm lẫn giữa nôn/ói máu và thức ăn màu sắc?,"Không nên cho trẻ ăn, uống các loại thức ăn, nước giải khát có màu nâu hoặc đen",answer_from_context,sốt xuất huyết dengue_table_p70_2,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_table_p70_2
Q081,BỆNH DO VIRUS CORONA HAY COVID 19,definition,easy,Cái gì là MERS-CoV?,"MERS-CoV là vi rút corona gây hội chứng hô hấp vùng Trung Đông, thuộc giống betacorronavirus, có vật chất di truyền là ARN sợi đơn.",answer_from_context,bệnh do virus corona hay covid-19_text_0004,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh do virus corona hay covid-19.pdf,bệnh do virus corona hay covid-19_text_0004
Q082,BỆNH DO VIRUS CORONA HAY COVID 19,symptom,easy,MERS-CoV có thể gây ra những triệu chứng gì?,MERS-CoV có thể gây ra nhiễm trùng hô hấp nặng kèm theo suy thận ở người.,answer_from_context,bệnh do virus corona hay covid-19_text_0004,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh do virus corona hay covid-19.pdf,bệnh do virus corona hay covid-19_text_0004
Q083,DỊCH CÚM A,definition,easy,"Cơ số dự trữ quốc gia về trang thiết bị, thuốc, vật tư, hoá chất và phương tiện bảo hộ bao gồm những gì?","Cơ số dự trữ quốc gia bao gồm trang thiết bị, thuốc, vật tư, hoá chất và phương tiện bảo hộ.",answer_from_context,dịch cúm A_text_0040,,need_review,passed,passed,llm_from_chunk,in_scope_easy,dịch cúm A.pdf,dịch cúm A_text_0040
Q084,DỊCH CÚM A,prevention,easy,"Các cơ sở khám, chữa bệnh cần chuẩn bị gì khi có dịch cúm A(H7N9)?","Chuẩn bị sẵn khu vực tiếp nhận bệnh nhân cúm A(H7N9) và đảm bảo đầy đủ trang thiết bị, vật tư, thuốc cấp cứu bệnh nhân nặng.",answer_from_context,dịch cúm A_text_0040,,need_review,passed,passed,llm_from_chunk,in_scope_easy,dịch cúm A.pdf,dịch cúm A_text_0040
Q085,BỆNH VIÊM GAN VIRUS C,definition,easy,Nữ giới nào không nên sử dụng phác đồ có ribavirin (RBV) trong điều trị viêm gan vi rút C?,"Phụ nữ có thai hoặc không muốn dùng các biện pháp tránh thai, phụ nữ đang cho con bú.",answer_from_context,bệnh viêm gan virus c_text_0025,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh viêm gan virus c.pdf,bệnh viêm gan virus c_text_0025
Q086,SỐT XUẤT HUYẾT DENGUE,definition,easy,Liều lượng cao phân tử đầu tiên trong điều trị sốt xuất huyết Dengue ở người lớn là bao nhiêu?,Liều lượng cao phân tử đầu tiên trong điều trị sốt xuất huyết Dengue ở ng7/ười lớn là 104-15ml/kg/g_i0ờ.,answer_from_context,sốt xuất huyết dengue_text_0041,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0041
Q087,SỐT XUẤT HUYẾT DENGUE,definition,easy,Trong trường hợp nào người bệnh sốt xuất huyết Dengue nặng cần được nhập viện điều trị cấp cứu?,Người bệnh sốt xuất huyết Dengue nặng phải được nhập viện điều trị cấp cứu.,answer_from_context,sốt xuất huyết dengue_text_0041,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0041
Q088,BỆNH DO VIRUS CORONA HAY COVID 19,definition,easy,Các hóa chất nào được sử dụng để khử khuẩn tử thi?,"Các hóa chất Chloramin B, Formalin được sử dụng để khử khuẩn tử thi.",answer_from_context,bệnh do virus corona hay covid-19_text_0021,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh do virus corona hay covid-19.pdf,bệnh do virus corona hay covid-19_text_0021
Q089,TRUYEN NHIEM 1,definition,easy,Vi khuẩn Haemophilus Influenzae có liên quan đến bệnh nào không?,CONTEXT không đề cập đến vi khuẩn Haemophilus Influenzae gây ra bệnh cụ thể.,answer_from_context,Truyen-nhiem-1_text_0013,,need_review,passed,passed,llm_from_chunk,in_scope_easy,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0013
Q090,SỐT XUẤT HUYẾT DENGUE,definition,easy,Điều kiện gì để chuyển từ dung dịch CPT sang dung dịch điện giải?,"Tốc độ cao phân tử 5ml/kg/giờ trong 1-2 giờ; Tỉnh táo; Huyết động học ổn định; Tay chân ấm, thời gian đổ đầy mao mạch (CRT) bình thường < 2 giây; Mạch, HA bình thường theo tuổi; Nước tiểu > 0,5ml/kg/giờ; Hematocrit giảm về trị số bình thường hoặc hết cô đặc máu; ScvO ≥ 70%.",answer_from_context,sốt xuất huyết dengue_text_0137,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0137
Q091,SỐT XUẤT HUYẾT DENGUE,symptom,easy,Các dấu hiệu nào cho thấy huyết động học ổn định?,"Tỉnh táo; Tay chân ấm, thời gian đổ đầy mao mạch (CRT) bình thường < 2 giây; Mạch, HA bình thường theo tuổi.",answer_from_context,sốt xuất huyết dengue_text_0137,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0137
Q092,SỐT XUẤT HUYẾT DENGUE,definition,easy,Hematocrit giảm về trị số bình thường hoặc hết cô đặc máu là dấu hiệu gì?,Hematocrit giảm về trị số bình thường hoặc hết cô đặc máu.,answer_from_context,sốt xuất huyết dengue_text_0137,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0137
Q093,TRUYEN NHIEM 1,cause,easy,Nguyên nhân gây bệnh uốn ván là gì?,"Vi khuẩn uốn ván (Clostridium tetani) là trực khuẩn Gram (+) kỵ khí bắt buộc, sinh nha bào và gây bệnh bằng ngoại độc tố.",answer_from_context,Truyen-nhiem-1_text_0055,,need_review,passed,passed,llm_from_chunk,in_scope_easy,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0055
Q094,TRUYEN NHIEM 1,transmission,easy,Vi khuẩn uốn ván thường tồn tại ở đâu?,C. tetani có thể tìm thấy trong ống tiêu hóa động vật có vú và phổ biến ở trong đất.,answer_from_context,Truyen-nhiem-1_text_0055,,need_review,passed,passed,llm_from_chunk,in_scope_easy,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0055
Q095,DỊCH CÚM A,definition,easy,Vi rút cúm A(H7N9) có gây bệnh ở gia cầm không?,Vi rút cúm A(H7N9) không gây bệnh và không gây chết gia cầm vì vậy rất khó phát hiện gia cầm nhiễm vi rút.,answer_from_context,dịch cúm A_text_0008,,need_review,passed,passed,llm_from_chunk,in_scope_easy,dịch cúm A.pdf,dịch cúm A_text_0008
Q096,DỊCH CÚM A,cause,easy,Nguyên nhân chính nào khiến dịch cúm A(H7N9) bùng phát vào thời tiết giao mùa?,Thời tiết giao mùa là điều kiện thuận lợi cho các bệnh đường hô hấp và dịch cúm gia cầm lây lan và bùng phát.,answer_from_context,dịch cúm A_text_0008,,need_review,passed,passed,llm_from_chunk,in_scope_easy,dịch cúm A.pdf,dịch cúm A_text_0008
